Curso,"Categoría
Local, Autonómica, Nacional, Universidad",CCAA,Provincia,Localidad,Convocante,Plazas,Boletín,Publicación,"Instancias
00/00/00-00/00/00","Tipo
Oposición/Concurso-Oposición/Bolsa","¿Bolsa?
SI/NO",ID,Material,Activa/inactiva,"Simulacro
SI/NO ",Fecha simulacro,Inscritos,Enlace general sgto,"Sgto especial
SI/NO",Fecha última revisión,Estado,"Listas provisionales
Fecha",LP publicadas en,LP enlace si hay,"Listas definitivas
Fecha",LD publicadas en,LD enlace si hay,Tipo ejercicio 1,Fecha ejercicio 1,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 2,Fecha ejercicio 2,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 3,Fecha ejercicio 3,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 4,Fecha ejercicio 4,Listas aprobados,Enlace si hay,Aprobados,Entran en bolsa,Obtiene plaza
TBS,Autonómica,La Rioja,La Rioja,,Gobierno La Rioja,2 (10 campus),BOR 31/12/2022,BOR 31/12/2022,02/01/2023-30/01/2023,concurso-oposición,si,88108,M184883,,,,1,www.larioja.org/empleo-publico/es/oposiciones-rioja/oposiciones/administracion-general,https://ias1.larioja.org/emp/portal/desarrollo.jsp?_estructura=04024&_proceso=S&_idClave=2022|CAR|EMPLC|E027,7/5/2024,Notas único examen 27/01/2024,30/5/2023,boletín,,26/7/2023,boletín,https://ias1.larioja.org/boletin/Bor_Boletin_visor_Servlet?referencia=26007044-1-PDF-555749,Único. Test y caso práctico.,27/1/2024,,,0,NA,,,,,NA,,,,,NA,,,,,,0
TBS,Local,País Vasco,Vizcaya,Getxo,Ayuntamiento Getxo,2,BOE 20/03/2023,BOE 20/03/2023,21/03/2023-19/04/2023,concurso-oposición,,90997,M186240,,no ,,3,https://eudala.getxo.eus/OPE/MenuOPE.aspx,,9/5/2024,2º examen 19/03/2024 / notas  1º examen 19/01/2024,27/7/2023,WEB,,3/10/2023,boletín,https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/10/03/II-4587_cas.pdf?hash=278cf4e45057cff8ff5ece3797b2eda0,Preguntas cortas,19/1/2024,19/1/2024,,0,Caso práctico,19/3/2024,5/4/2024,,,Euskera,,,,,,,,,,,
TBS,Local,Cantabria,Cantabria,Torrelavega,Ayuntamiento de Torrelavega,2,BOE nº 55 de 06/03/2023,BOE nº 55 de 06/03/2023,07/03/2023 - 27/03/2023,concurso-oposición,si,90377,M185760,,,,2,https://www.torrelavega.es/index.php/sede-electronica/tramites-e-instancias/oferta-publica-de-empleo/item/9677-2-asistente-social-funcionario-de-carrera,,16/2/2024,3º examen 05/03/2024 /notas 2º examen 01/02/2024 /notas 1º examen 14/12/2023,7/9/2023,boletín,,19/10/2023,boletín,,test,14/12/2023,,,0,desarrollo,1/2/2024,,,,caso práctico,5/3/2024,,,,,,,,,0,0
TBS,Local,Castilla y León,Ávila,,Diputación de Ávila,2 +bolsa,BOE nº 53 de 03/02/2023,BOE nº 53 de 03/02/2023,06/03/2023 - 31/03/2023,oposición,si,90258,M185300,inactiva,,,2,https://www.diputacionavila.es/recursos-humanos/oferta-de-empleo-publico/2019/dos-trabajadores-sociales.html,,9/2/2024,Resultados finales nombramiento y bolsa / 3º examen 13/12/2023 / 2º examen 01/12/2023 / Notas 1º examen 16/11/2023 / LD,26/4/2023,boletín,https://www.diputacionavila.es/docus/recursos-humanos/oferta-de-empleo-publico/2019/dos-trabajadores-sociales/listado-provisional_dos-trabajadores-sociales.pdf,12/6/2023,boletín,,preguntas cortas,16/11/2023,27/11/2023,,0,desarrollo,1/12/2023,,,0,caso práctico,13/12/2023,,,0,NA,,,,,0,0
TBS,Local,Cataluña,Barcelona, Vilanova I La Geltrú,Ayuntamiento de Vilanova i la Geltrú,1,CIDO,CIDO,31/12/2022-19/01/2023,concurso-oposicion,si,87884,M180140,,,,1,https://cido.diba.cat/oposicions/13372998/1-placa-de-treballador-social-ajuntament-de-vilanova-i-la-geltru,,20/2/2024,Resolución convocatoria / LP y examen 1º 22/01/2024 y 2º 24/01/2024,30/11/2023,boletín,https://portaldogc.gencat.cat/utilsEADOP/PDF/9052/2001415.pdf,,,,test,22/1/2024,,,0,practico,24/1/2024,,,0,NA,,,,,NA,,,,,NA,0
TBS,Local,Andalucía,Granada,Illora,Ayuntamiento Illora,1,BOE nº 97 DE 24/04/2023,BOE nº 97 DE 24/04/2023,25/04/2023 - 23/05/2023,concurso-oposición,si,92427,M194820 ,,,,,https://illora.sedelectronica.es/board/9753e838-f59b-11de-b600-00237da12c6a/,,19/2/2024,Resultados finales 08/02/2024 y 12/02/2024 / LD con examen 15/12/2023 /último no sale nada / LP,25/7/2023,boletín,,14/11/2023,boletín,,test único,15/12/2023,,,,NA,,,,,NA,,,,,NA,,,,,,
TBS,Nacional,,,,Mº de Igualdad,2,,,,,,93994,M195320,,,,1,https://funcionpublica.hacienda.gob.es/funcion-publica/Acceso-Empleo-Publico/Convocatorias-Personal-Laboral/Convocatorias_Laborales_Convenio_Unico/OEP_2020/Laborales_2020/2020-Ministerio-de-Igualdad.html,,4/3/2024,Aprobados fase opo / Notas 3º examen 15/02/2024 / Notas 2º examen 16/01/2024 / Notas 1º examen 25/11/2023,22/9/2023,boletín,https://funcionpublica.digital.gob.es/dam/es/portalsefp/funcion-publica/Acceso-Empleo-Publico/Convocatorias-Personal-Laboral/Convocatorias_Laborales_Convenio_Unico/OEP_2020/Laborales_2020/2020-Ministerio-de-Igualdad/IGU-Resolucion_Admitidos_Excluidos.pdf.pdf,27/10/2023,boletín,https://funcionpublica.digital.gob.es/dam/es/portalsefp/funcion-publica/Acceso-Empleo-Publico/Convocatorias-Personal-Laboral/Convocatorias_Laborales_Convenio_Unico/OEP_2020/Laborales_2020/2020-Ministerio-de-Igualdad/IGU-Relacion-adm-BOE.pdf.pdf,1º,25/11/2023,,,0,2º,16/1/2024,,,0,3º,15/2/2024,,,0,NA,,,,,,0
TBS,Local,Cataluña,Barcelona,Les Franqueses del Valles,Ayuntamiento Les Franqueses del Valles,2,CIDO,CIDO,1/7/2023,concurso-oposicion,si,94434,M198560,,,LLAMAR   ,,2 plazas de Trabajador social | Ayuntamiento de Les Franqueses del Vallès | Procesos selectivos | Buscador de Información y Documentación Oficiales (CIDO) - Diputación de Barcelona (diba.cat),,19/2/2024,*(NO SE ABRE DOC.)Resolución de la convocatoria 07/2023 /  LD Y EXAMEN 27/07/2023,11/7/2023,,,25/7/2023,,,test,27/7/2023,,,,caso práctico,,,,,idiomas,,,,,,,,,,,
TBS,Local,Cantabria,Cantabria,,"Mancomunidad de Servicios Sociales de Ampuero, Limpias, Liendo, Guriezo y Colindres",0,BOC de 09/06/2023,BOC de 09/06/2023,15/6/2023,concurso-oposicion,si,94359,M196900,Inactiva,,,2,https://mancomunidad24.sedelectronica.es/transparency/4a8a6b7d-6f9c-4e13-9bb1-30e3129aed76/,,13/5/2024,"Resultados bolsa / último no sale nada, solo una plaza por concurso /LD y examen 13/12/2023",9/10/2023,web,,20/11/2023,,,test,13/12/2023,25/1/2024,,0,NA,,,,,NA,,,,,NA,,,,,0,NA
TBS,Local,Extremadura,Badajoz,Almendralejo,Ayuntamiento Almendralejo,0,BOP DE 22/08/2023,BOP DE 22/08/2023,10/9/2023,oposición,si,96441,M204340,,,,1,www.almendralejo.es/ver_oferta.php?id_empleo=621,,16/2/2024,Resultados finales Bolsa / 2º examen 28/11/2023 / notas 1º examen 13/11/2023,11/9/2023,web,,31/10/2023,web,,test,13/11/2023,,,0,práctico,28/11/2023,,,0,NA,,,,,NA,,,,,0,NA
TBS,local,C. Valenciana,Valencia,Albal,Ayuntamiento Albal,0,DOCV de 19/09/2023,DOCV de 19/09/2023,21/9/2023,concurso-oposicion,si,96886,M205760,,si,,3,https://albal.es/es/areas-y-servicios-2/secretaria-ayuntamiento/recursos-humanos/,,4/3/2024,Valoración final de bolsa / Notas def. examen único y plazo méritos / LD y examen 11/12/2023,6/11/2023,web,,15/11/2023,web,,test,11/12/2023,,,1,NA,,,,,NA,,,,,NA,,,,,1,NA
TBS,Local,Galicia,Lugo,Monterroso,Ayuntamiento,0,https://monterroso.sedelectronica.gal/info.0,https://monterroso.sedelectronica.gal/info.0,17/10/2023,Oposición,si,98128,M207940,inactiva,,,2,https://monterroso.sedelectronica.gal/info.0,,9/5/2024,último no sale nada / Resultados bolsa / Notas 2º examen 15/11/2023 / Notas 1º  examen 07/11/2023,,,,file:///C:/Users/raquel.gomez/Downloads/20231030_Resoluci%C3%B3n_DECRETO%202023-0716%20[Resoluci%C3%B3n%20PR_2023_697%20-%20Actuaci%C3%B3n%20xen%C3%A9rica].pdf,,,test,7/11/2023,7/11/2023,,2,practico,15/11/2023,15/11/2023,,2,idioma,,,,,NA,,,,,2,NA
TBS,local,Andalucía,Córdoba,La Carlota,Ayuntamiento,1+bolsa,BOP de 20/10/2023,BOP de 20/10/2023,23/10/2023,oposición,si,98258,M208803,,,,18,https://lacarlota.es/convocatoria-contratacion-como-personal-laboral-temporal-1-trabajador-a-social-en-el-centro-de-la-mujer-del-ayuntamiento-de-la-carlota/,https://sede.lacarlota.es/carlota/tablon-de-edictos,9/5/2024,Resultados finales / Notas prov. Examen único / LD y examen único test 12/01/2024,17/11/2023,web,https://huetortajar.org/wp-content/uploads/2023/11/Anuncio-BOP.pdf,11/12/2023,web,,test,12/1/2024,29/01/204,https://lacarlota.es/wp-content/uploads/2024/02/5.1-ACUERDO-ACTA-29-1-2024-lista-calificaciones-provisionales-FIRMADO.pdf,6,NA,,,,,NA,,,,,NA,,,,,3,0
TBS,Local,Murcia,Murcia,La Unión,Ayuntamiento,0,BORM 06/11/2023,BORM 06/11/2023,7/11/2023-16/11/2023,concurso-oposicion,si,98794,M211400,Activa,no,,1,https://sede.launion.regiondemurcia.es/web/tablonEdictos.do?opcion=0,,16/2/2024,Resultados bolsa / ¿examen?/ convocatoria,,,,,,,Caso práctico y lectura,12/2023 ¿?,,,1,NA,,,,,NA,,,,,NA,,,,,1,NA
TBS,Local,Cataluña,Barcelona,Baix Llobregat,Consell Comarcal Baix Llobregat,0,BOP 02/10/2023,BOP 02/10/2023,3/10/2023-31/10/2023,concurso-oposicion,si,98075,M212220,Activa,no,NOTAS ,1,https://cido.diba.cat/oposicions/16110707/borsa-de-treball-de-places-de-tecnic-mitja-treballador-social-per-al-servei-especialitzat-datencio-a-la-infancia-i-a-ladolescencia-del-baix-llobregat-conse,https://elbaixllobregat.convoca.online/processDetail.html?id=a75c8627-2562-4a64-70dc-08dbc2422def&type=1,8/2/2024,Resultado proceso / LD y 1º examen 13/12/2023 y examen catalán 15/12/2023,,,,29/11/2023,web,,Caso práctico,13/12/2023,,,,Lectura,,,,,Lengua catalana,15/12/2023,,,,,,,,,,
TBS,Local,Cataluña,Girona,Consell Comarcal del Pla Estany,Consell Comarcal del Pla Estany,0,BOP 10/11/2023,BOP 10/11/2023,13/11/2023-20/11/2023,concurso-oposición,si,98962,M212460,Activa,no,,1,https://cido.diba.cat/oposicions/16348953/borsa-de-treball-de-places-de-treballador-social-ampliacio-consell-comarcal-del-pla-de-lestany,,12/2/2024,Resultados bolsa / LD y examen 26/01/2024,30/11/2023,,,21/12/2023,,,Supuesto práctico,26/1/2024,,,0,NA,,,,,NA,,,,,NA,,,,,0,NA
TBS,LocaL,Madrid,Madrid,Aranjuez,Ayuntamiento,1+bolsa,BOCM 14/11/2023,BOCM 14/11/2023,15/11/2023-28/11/2023,concurso-oposición,si,99096,M214020,Activa,no,,1,https://www.aranjuez.es/empleo/personal-laboral-temporal-contratos-de-relevo/,,12/2/2024,LD y examen 17/01/2024,14/12/2023,,,12/1/2024,,,Caso práctico,17/1/2024,29/1/2024,https://www.aranjuez.es/images/files/personal/OEP_FinalTrabSocRel.pdf,0,NA,,,,,NA,,,,,NA,,,,,0,0
TBS,Local,Castilla y León,Ávila,Ávila,Ayuntamiento,1,BOE 25/11/2023,BOE 25/11/2023,26/11/2023-15/12/2023,concurso-oposición,si,99452,M214142,Activa,no,2º y 3º examen,2,https://www.avila.es/areas-destacadas/recursos-humanos/item/6605-bases-que-han-de-regir-la-convocatoria-para-la-provision-en-propiedad-de-una-plaza-de-trabajador-social-vacante-en-la-plantilla-de-personal-funcionario,,8/5/2024,Resultados finales / Examen 2º y 3º 11/03 y 19/03 / LD y fecha de examen 04/03/2024 /Convocatoria,11/1/2024,web,https://www.avila.es/areas-destacadas/recursos-humanos/item/6605-bases-que-han-de-regir-la-convocatoria-para-la-provision-en-propiedad-de-una-plaza-de-trabajador-social-vacante-en-la-plantilla-de-personal-funcionario,12/2/2024,WEB,https://www.avila.es/areas-destacadas/recursos-humanos/item/6605-bases-que-han-de-regir-la-convocatoria-para-la-provision-en-propiedad-de-una-plaza-de-trabajador-social-vacante-en-la-plantilla-de-personal-funcionario,Test,4/3/2024,4/3/2024,https://www.avila.es/images/Documentos%20PDF%20para%20descargar/recursos%20humanos/ultimos%20procesos%20selectivos/1_Trabajador_Social2021/ANUNCIO_RESULTADOS_TIPO_TEST._TRABAJADOR_SOCIAL_2021.pdf,0,Desarrollo,11/3/2024,11/3/2024,https://www.avila.es/images/Documentos%20PDF%20para%20descargar/recursos%20humanos/ultimos%20procesos%20selectivos/C63E6C5EA8ADB04C8A566A72CBD5A454.pdf,,Caso práctico,19/3/2024,19/3/2024,https://www.avila.es/images/Documentos%20PDF%20para%20descargar/recursos%20humanos/ultimos%20procesos%20selectivos/1_Trabajador_Social2021/anuncio_calificacion_tercer_ejercicio_trabajador_social.pdf,,NA,,,,,,
TBS,Local,C. Valenciana,Valencia,Llíria,Ayuntamiento Llíria,0,BOP 28/11/2023,BOP 28/11/2023,29/11/2023-14/12/2023,concurso-oposición,si,99542,M214660,Activa,no,,3,https://www.lliria.es/es/aviso/bolsa-empleo-temporal-trabajadora-social-202311334e,,8/5/2024,Resultados bolsa / Resultados prov. Con código / LD y examen 24/01/2024,26/12/2024,web,https://www.lliria.es/sites/www.lliria.es/files/Resolucion_Alcalde-Secretario.pdf.pdf,12/1/2024,web,https://www.lliria.es/sites/www.lliria.es/files/10_Resolucion_Alcalde-Vicesecretaria_-_LISTA_DEFINITIVA.pdf,Test único,24/1/2024,25/1/2024,https://www.lliria.es/sites/www.lliria.es/files/14_Anuncio_Acta_2_OTS_Trabajador_Social_-_Correccion_resultados.pdf,,NA,,,,,NA,,,,,NA,,,,,,NA
TBS,Local,Cantabria,Cantabria,Castro Urdiales,Ayuntamiento,2,BOC DE 21/12/2022,BOE nº 312 DE 29/12/2022,30/12/2022 - 27/01/2023,concurso-oposición,si,88958,M213801,activa,,,1,https://sedeelectronica.castro-urdiales.net/esigecu2011/Tablon.aspx?id_grupo=44,,13/2/2024,LD y examen 04/05/2023,8/3/2023,boletín,https://sedeelectronica.castro-urdiales.net/esigecu2011/Tablon_ver_doc.aspx?id=8411&fichero=9927,,,,test +cortas,4/5/2023,,,NA,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,Andalucía,Cádiz,Puerto de Santa María,Ayuntamiento,0,,19/12/2023,5/12/2023 - 29/12/2023,Oposición,,100043,M216940,Activa,,,4,https://sede.elpuertodesantamaria.es/portal/noEstatica.do?opc_id=268&ent_id=1&idioma=1,,4/3/2024,Notas examen opo 15/02/2024,,,,,,,Pruebas varias ,15/2/2024,27/2/2024,,0,NA,,,,,NA,,,,,NA,,,,,0,NA
TBS,Local,Cataluña,Barcelona,La Llagosta,Ayuntamiento,1,DOGC 16/01/2024,DOGC 16/01/2024,17/01/2024-05/02/2024,concurso-oposición,,100732,M220581,activa,,,4,https://llagosta.eadministracio.cat/board/,,14/5/2024,Resultados finales / Notas entrevista /Notas Examen práctico 21/03/2024 / LP y examen 2º prueba (1º catalán) 06/03/2024,,,,,,,Idioma,,,,,Test o desarrollo,6/3/2024,7/3/2024,,1,Caso práctico,21/3/2024,21/3/2024,,1,entrevista,18/4/2024,,,1,1,0
TBS,local,Cataluña,Barcelona,Consell Comarcal del Baix de Llobregat,Consell Comarcal del Baix de Llobregat,0,CIDO,CIDO,19/1/2024,concurso-oposición,si,100686,M219766,Activa,,,2,"Bolsa de trabajo de plazas de Técnico medio - trabajador social de apoyo a los servicios sociales de atención primaria, de los municipios del Área Básica de Servicios Sociales de la comarca del Baix Llobregat, Área de Acción Social y Salud | Consejo Comarcal de El Baix Llobregat | Procesos selectivos | Buscador de Información y Documentación Oficiales (CIDO) - Diputación de Barcelona (diba.cat)",,14/5/2024,Resultados proceso / Notas 2º examen 11/04/2024 / notas 1º examen 29/02/2024,14/2/2024,web,,,,,caso práctico,29/2/2024,18/3/2024,,,exponer caso práctico,11/4/2024,18/4/2024,,,idiomas catalán,,,,,idiioma castellano,,,,,,
TBS,local,Madrid,Madrid,Villalbilla,Ayuntamiento Villalbilla,1,BOCM de 30/12/2023,BOCM de 30/12/2023,26/1/2024,oposición,si,100609,M220522,activa,,,1,https://aytovillalbilla.sedelectronica.es/board/9753e838-f59b-11de-b600-00237da12c6a/,,13/5/2024,Resultados finales / Notas 2º examen  24/04/2024/ notas 1º examen 14/03/2024,9/2/2024,web,,,,,test,14/3/2024,22/3/2024,,0,Caso práctcio,24/4/2024,,,,NA,,,,,NA,,,,,,NA
TBS,Local,Andalucía,Almería,El Ejido,Ayuntamiento,6,web,web,5/2/2024,concurso oposicicón,no,101255,M221061,Activa,,"examen está, LD no",1,https://transparencia.elejido.es/index.php/publicidad-activa/recursos-humanos/234-procesos-de-seleccion/convocatorias-de-caracter-temporal-para-nombramientos-de-funcionarios-interinos-y-o-laborales-temporales/1464-bases-que-regiran-en-el-proceso-de-seleccion-para-contratacion-temporal-de-personal-laboral-de-varios-perfiles-profesionales-6-trabajadores-as-sociales-3-educadores-as-sociales-y-3-mediadores-as-interculturales-para-servicios-sociales-en-el-marco-del-programa-estrategia-regional-andaluza-para-la-cohesion-e-insercion-social-eracis-plu,,6/3/2024,Resultados / Notas examen 15/02/2024 y LD) / LP /Convocatoria,7/2/2024,"BASES QUE REGIRAN EN EL PROCESO DE SELECCION PARA CONTRATACIÓN TEMPORAL DE PERSONAL LABORAL DE VARIOS PERFILES PROFESIONALES ( 6 TRABAJADORES/AS SOCIALES, 3 EDUCADORES/AS SOCIALES Y 3 MEDIADORES/AS INTERCULTURALES) PARA SERVICIOS SOCIALES EN EL MARCO DEL (elejido.es)",,13/2/2024,,https://transparencia.elejido.es/files/pdfs/Rinterior/zTmp_10975243_ifdeftrabajadorsocial.pdf,Test ,15/2/2024,,,0,caso práctico,15/2/2024,,,0,NA,,,,,NA,,,,,,0
TBS,Local,Cataluña,Girona,L´Escala,Ayuntamiento L´Escala,1,CIDO,CIDO,3/2/2024,concurso-oposición,si,100816,M220760,Activa,,,2,https://cido.diba.cat/oposicions/16535166/1-placa-de-treballador-social-ajuntament-de-lescala,,8/5/2024,Resultados finales / LD y examen 04/03/2024,,,,1/3/2024,,,test ,4/3/2024,5/3/2024,,0,Caso práctico,4/3/2024,5/3/2024,,,NA,,,,,NA,,,,,,
TBS,Local,Andalucía,Sevilla,Guillena,Ayuntamiento de Guillena,0,BOP 30/06/2020,30/6/2020,01/07/2020-14/07/2020,,si,61432,M081900,,no,,,http://w2.guillena.org/contratacion-temporal-de-personal-trabajador-a-social/,,13/5/2024,Último no sale nada / LD 11/2020 y paralizada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS,local,Canarias,Tenerife,San Sebastián Gomera,Ayuntamiento,0,BOP 19/02/2021,19/2/2021,22/02/2021-19/03/2021,,si,68044,M105140,,NO,,,https://eadmin.sansebastiangomera.org/publico/tablon,,10/5/2024,No sale nada nuevo tras LP 2021 / LP de marzo´21,29/3/2021,web,https://eadmin.sansebastiangomera.org/publico/edictos/2021000017,,,,Desarrollo,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,Castilleja de la Cuesta,Ayuntamiento,2,BOP 20/02/2021,22/2/2021,14/04/2021-11/05/2021,,si,69621,M112980,,no,,,https://sedecastillejadelacuesta.dipusevilla.es/opencms/opencms/sede,,19/6/2024,último no sale nada / Sale la de 1 plaza de 01/2022 y de la de 2 plazas de 2021 las bases,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Extremadura,Badajoz,Villafranca de Barros,Ayuntamiento,4,BOP nº 113 16/06/2021,16/6/2021,17/06/2021-23/06/2021,Concurso-oposición,,72339,M116960,,,"*QUITARLA con fecha de examen, la que sea, solamente una alumna con material y ya terminada matrícula desde 06/2023",1,http://www.villafrancadelosbarros.es/index.php/empleo-municipal,https://sede.villafrancadelosbarros.es/portal/tablonVirtual.do?campo=18&subseccion=TAB_AYU&opc_id=175&pes_cod=-1&ent_id=49&idioma=1,14/5/2024,Último no localizo nada / LD y el 18/01/2022 valoran méritos y después convocarán a 1º examen,12/11/2021,boletín,,10/12/2021,boletín,,,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Cantabria,Cantabria,,Mancomunidad de Los Valles de San Vicente,1,BOE nº 195 16/08/2021,,17/08/2021 - 13/09/2021,concurso-oposición,,73540,M130402,,,,,https://www.cantabria.es/web/boc/todos/-/categories/6802996,,13/5/2024, no sale nada / convocatoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Galicia,Pontevedra,Cambados,Ayuntamiento de Cambados,0,BOP 25/02/2022,Web Ayto.,26/02/2022.-7/03/2022,concurso oposición,,78605,M142480,,no,,,http://transparenciacambados.gal/n-anuncios/,https://cambados.sedelectronica.gal/board/9753e838-f59b-11de-b600-00237da12c6a/,14/5/2024,"Tras eso, no sale nada nuevo / LD y 1º examen 30/06/2023",2/9/2022,web,https://carpetaciudadano.aytoboadilla.org/documentos/CAD63FA8E0413745B10D1E740BDE3520.pdf,12/6/2023,,http://transparenciacambados.gal/2023/06/12/xullo-2023-resolucion-aprobacion-lista-definitiva-admitidos-as-e-excluidos-as-designacion-de-tribunal-cualificador-e-de-data-para-celebracion-1o-exercicio-lista-de-reserva-traballador-a-social-a/,Test,30/6/2023,,,,Gallego,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Granada,Santa Fe,Ayuntamiento de Santa Fe,0,BOP de 27/04/2022,27/4/2022,28/04/2022 - 26/05/2022,,si,80227,M147000,,,,,1816,,14/5/2024,No sale nada (sale 1 plaza estabilización) pero no bolsa/ LD y fase concurso 22/02/2024,20/12/2022,web,,17/2/2024,web,,,,,,,,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Finestrat,Ayuntamiento,0,BOP de 06/04/2022,6/4/2022,07/04/2022 - 25/04/2022,Concurso-oposición,si,79776,M144880,,,,,https://finestrat.sedelectronica.es/board/,,14/6/2024,Último no sale nada/  convocatoria,,,,,,,Test,,,,,Caso practico test,,,,,Valenciano,,,,,,,,,,,
TBS,Local,Andalucía,Cádiz,Bornos,Ayuntamiento,bolsa,BOP 11/05/2022,11/5/2022,12/05/2022-23/05/2022,concurso-oposición,si,80459,M147880,,no,,,https://www.bornos.es/noticias,,13/5/2024,No sale nada tras LD/ LD y examen 11/03/2023 / Corrección errores en bases 25/08/2022 / LP 06/2022,6/6/2022,web,https://www.bornos.es/images/documentos/2022/Anuncio_admitidos_y_excluidos_provisional_Bolsa_Trabajo_Social.pdf,26/1/2023,web,https://www.bornos.es/images/documentos/Anuncio_admitidas_y_excluidas_definitivo_Bolsa_TS.pdf,Test y C.Práctico,11/3/2023,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,Badolatosa,Ayuntamiento de Badolatosa,0,BOP 31/10/2022,BOP 31/10/2022,2/11/2022-15/11/2022,Concurso-oposición,si,83904, M166062,,no,,2,https://www.badolatosa.es/es/actualidad/noticias/EN-MARCHA-LA-CONVOCATORIA-PARA-LA-CONSTITUCION-DE-UNA-BOLSA-DE-EMPLEO-PARA-LA-PROVISION-TEMPORAL-DE-PUESTOS-DE-TRABAJADOR-A-SOCIAL-EN-NUESTRO-AYUNTAMIENTO/?urlBack=,https://sede.badolatosa.es/tablon-1.0/do/entradaPublica?ine=41014,13/5/2024,Nada nuevo tras resultados entrevistas/ Baremación méritos / Notas de Entrevistas 24/03/2023 y notas  examen 14/02/2023,15/12/2022,web,,31/1/2023,web,,Test,14/2/2023,9/3/2023,,1,entrevistas,24/3/2023,26/4/2023,,1,,,,,,,,,,,,
TBS,Local,Galicia,Orense,Punxin,Ayuntamiento de Puxin,1,DOG 02/08/2022,BOP 15/07/2022,03/08/2022-31/08/2022,Concurso-oposición,si,82041,M166621,,no,,,https://punxin.sedelectronica.gal/board/9753e838-f59b-11de-b600-00237da12c6a/,,14/5/2024,Último no sale nada / Listas provisionales,5/11/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBS,Autonómica,Baleares,,,instituto mallorquín ,4,BOIB de 29/10/2022,BOE nº 273 de 14/11/2022,15/11/2022- 14/12/2022,concurso-oposición,si,84302,M168580,,,,2,https://emap.conselldemallorca.cat/es/,https://www.imasmallorca.net/rh/convocatoria/52/publicacions,6/5/2024,Notas Examen 27/04/2024 / LP y LD ,22/2/2023,,https://s3.imasmallorca.net/sirh/publicacions/convocatories/52/52_RESOLUCIPROVISIONALD_20230222T012133_50121814723425242.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=sirh%2F20231205%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20231205T132043Z&X-Amz-Expires=20&X-Amz-SignedHeaders=host&X-Amz-Signature=a611be99893c3973109c767951cb64e7c49987dd944a4471212d0c463dd71be1,25/3/2023,boletín,https://s3.imasmallorca.net/sirh/publicacions/convocatories/52/52_Resolucillistadefini_20230425T014323_55476324247274167.pdf?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=sirh%2F20231205%2Feu-west-1%2Fs3%2Faws4_request&X-Amz-Date=20231205T131940Z&X-Amz-Expires=20&X-Amz-SignedHeaders=host&X-Amz-Signature=c6f7e2178d94fae44ed4431476d253d9bb9dba8e5363e9f1d7605d1d399d6e20,,27/4/2024,,https://imas.secimallorca.net/firma/documento.aspx?csv=K9AAALQLP42FAWNYFAYD&modo=abrir,1,NA,,,,,NA,,,,,NA,,,,,,
TBS,Local,Navarra,Navarra,Irurtzun,Mancomunidad de Servcicios sociales,1,BON 21/11/2022,BON 21/11/2022,22/11/2022-21/12/2022,concurso-oposición,no,84967,M168940,,,,BON,https://sedeelectronica.irurtzun.eus/anuncios-type/empleo-publico/,http://www.irurtzun.eus/mancomunidad-de-servicios-sociales-de-la-zona-basica-de-irurtzun/,8/5/2024,No localizo / convocatoria,,,,,,,Conocimiento y aptitudes,,,,,,,,,,,,,,,,,,,,,
TBS,Autonómica,Castilla La Mancha,,,Junta Castilla La Mancha,27,DOCM 22/12/2022,DOCM 22/12/2022,23/12/2022-24/01/2023,concurso-oposición,si,86809,M170400,,si,,11,https://empleopublico.castillalamancha.es/procesos-selectivos/abiertos/turno-libre/2021-2022-cuerpo-tecnico-trabajo-social-turno-libre,,14/5/2024,3º EXAMEN 27/04/2024 / Notas 2º examen 25/02/2024 / notas 1º examen 22/10/2023 / Resolución admitios y excluidos/Composición tribunales / LP,30/3/2023,web,https://empleopublico.castillalamancha.es/sites/default/files/proc-selec/ficheros/provisionales_funcionario_o_cuerpo_tecnico_-_trabajo_social_libre.pdf,25/5/2023,web,https://empleopublico.castillalamancha.es/sites/default/files/proc-selec/ficheros/admexcldef_f_cuerpo_tecnico_-_trabajo_social_libre_0.pdf,Test,22/10/2023,,,1,Desarrollo,25/2/2024,9/4/2024,,0,Caso práctico,27/4/2024,,,,,,,,,,
